directory_name,name,license,version,description,long_description,long_description_content_type,url,author,classifiers,keywords,package_dir,packages,python_requires,install_requires,project_urls,average_entropy,python_file_count,package_size,contains_ip,contains_domain,contains_bytestrings,contains_base64,contains_eval,contains_import_subprocess,contains_import_os,contains_import_network_modules,contains_os_environ_access
ospyata,ospyata,MIT License,3.1.4,Python library for the open source bookmark app Osmata.,"Name(id='long_description', ctx=Load())",text/markdown,https://github.com/aerocyber/ospyata,aerocyber,"['Development Status :: 5 - Production/Stable', 'Intended Audience :: Developers', 'License :: OSI Approved :: MIT License', 'Programming Language :: Python :: 3', 'Programming Language :: Python :: 3.11', 'Programming Language :: Python :: 3 :: Only']","osmata, development, osmata-bindings, osmata-python-bindings, bookmarks, ospyata",{'': 'src'},"Call(func=Name(id='find_packages', ctx=Load()), args=[], keywords=[keyword(arg='where', value=Constant(value='src'))])",">=3.09, <4",[],"{'Bug Reports': 'https://github.com/aerocyber/ospyata/issues', 'Source': 'https://github.com/aerocyber/ospyata/'}",4.646404428510623,4,50184,0,1,0,1,0,0,1,0,0
