label,name,packages,version,average_entropy,python_file_count,package_size,contains_ip,contains_domain,contains_bytestrings,contains_base64,contains_import_subprocess,contains_import_os,contains_import_network_modules
1,1,1,1,5.215119167450088,1,23120,0.0,1.0,0.0,1.0,1.0,1.0,0.0
1,1,1,1,4.993957548043909,2,33081,0.0,1.0,0.0,1.0,0.0,1.0,1.0
1,1,1,1,5.218297954568591,1,23648,0.0,1.0,0.0,1.0,1.0,1.0,0.0
1,1,1,1,4.8944208540299305,1,6506,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,1,1,1,5.093490876178954,2,23217,0.0,1.0,0.0,1.0,1.0,1.0,1.0
1,1,1,1,5.210862430765244,1,23901,0.0,1.0,0.0,1.0,1.0,1.0,0.0
1,1,1,1,1.8802081754120228,2,1235621,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,1,1,1,5.217160834332622,1,23390,0.0,1.0,0.0,1.0,1.0,1.0,0.0
1,1,1,1,5.208709205984282,1,22442,0.0,1.0,0.0,1.0,1.0,1.0,0.0
1,1,1,1,4.811195946244335,3,17922,1.0,1.0,0.0,1.0,0.0,1.0,1.0
1,1,1,1,4.55308856387767,3,63015,1.0,1.0,0.0,1.0,0.0,1.0,1.0
1,1,1,1,4.606577447931797,1,3366,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,1,1,1,1.87992730403988,2,1235595,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,1,1,1,5.218526032726765,1,23637,0.0,1.0,0.0,1.0,1.0,1.0,0.0
1,1,1,1,4.986330983049141,2,33081,0.0,1.0,0.0,1.0,0.0,1.0,1.0
1,1,1,1,4.792872772865913,1,27306,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,1,1,1,1.8794996226439555,2,1235557,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,1,1,1,5.217115475134795,1,23770,0.0,1.0,0.0,1.0,1.0,1.0,0.0
1,1,1,1,4.996830706941561,1,4120,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,1,1,1,1.879435923026793,2,1235548,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,1,1,1,4.661649322275471,214,15263947,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,1,1,1,5.233293565030934,1,23248,0.0,1.0,0.0,1.0,1.0,1.0,0.0
1,1,1,1,4.89925931551288,1,8066,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,1,1,1,5.21377676172006,1,23514,0.0,1.0,0.0,1.0,1.0,1.0,0.0
1,1,1,1,1.8796408663860995,2,1235565,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,1,1,1,4.685204224586018,2,27496,0.0,1.0,0.0,1.0,0.0,1.0,1.0
1,1,1,1,1.879202166308116,2,1235532,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,1,1,1,2.389128080770402,2,452651,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,1,1,1,4.508292110657488,33,2417141,1.0,1.0,1.0,1.0,0.0,1.0,1.0
1,1,1,1,1.8790968234178127,2,1235517,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,1,1,1,5.201971673658138,1,23804,0.0,1.0,0.0,1.0,1.0,1.0,0.0
1,1,1,1,1.8797799389333707,2,1235589,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,1,1,1,1.8797949339411253,2,1235589,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,1,1,1,5.208886004023357,1,22572,0.0,1.0,0.0,1.0,1.0,1.0,0.0
1,1,1,1,5.178358226276424,1,22852,0.0,1.0,0.0,1.0,1.0,1.0,0.0
1,1,1,1,1.880125859587812,2,1235612,1.0,1.0,1.0,1.0,0.0,1.0,1.0
1,1,1,1,4.32681440516992,2,11096,1.0,1.0,0.0,1.0,0.0,1.0,1.0
1,1,1,1,1.879763213725362,2,1235573,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,1,1,1,5.214182434415374,1,23120,0.0,1.0,0.0,1.0,1.0,1.0,0.0
1,1,1,1,5.211748391756689,1,22829,0.0,1.0,0.0,1.0,1.0,1.0,0.0
1,1,1,1,5.215962642442178,1,24038,0.0,1.0,0.0,1.0,1.0,1.0,0.0
1,1,1,1,5.214489489122427,1,23123,0.0,1.0,0.0,1.0,1.0,1.0,0.0
1,1,1,1,5.211524899441851,1,22702,0.0,1.0,0.0,1.0,1.0,1.0,0.0
1,1,1,1,5.212078567420955,1,23389,0.0,1.0,0.0,1.0,1.0,1.0,0.0
1,1,1,1,1.879962420329659,2,1235596,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,1,1,1,4.327267135837243,2,11183,0.0,1.0,0.0,1.0,0.0,1.0,1.0
1,1,1,1,5.211383047813634,1,23446,0.0,1.0,0.0,1.0,1.0,1.0,0.0
1,1,1,1,4.321481055711933,2,11105,0.0,1.0,0.0,1.0,0.0,1.0,1.0
1,1,1,1,5.221127456865196,1,22604,0.0,1.0,0.0,1.0,1.0,1.0,0.0
1,1,1,1,5.218283374263607,1,23648,0.0,1.0,0.0,1.0,1.0,1.0,0.0
1,1,1,1,3.995295717674741,2,292790,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1,1,1,1,5.216784769924654,1,22605,0.0,1.0,0.0,1.0,1.0,1.0,0.0
1,1,1,1,1.8792196078476735,2,1235533,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,1,1,1,1.880074243113168,2,1235604,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,1,1,1,4.91541690986357,12,144994,1.0,1.0,0.0,1.0,0.0,1.0,1.0
1,1,1,1,5.216754606729107,1,23250,0.0,1.0,0.0,1.0,1.0,1.0,0.0
1,1,1,1,5.210677512679888,1,22702,0.0,1.0,0.0,1.0,1.0,1.0,0.0
1,1,1,1,5.201586954691402,1,23284,0.0,1.0,0.0,1.0,1.0,1.0,0.0
1,1,1,1,5.0174394770904485,1,4151,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,1,1,1,5.2189204525052535,1,23121,0.0,1.0,0.0,1.0,1.0,1.0,0.0
1,1,1,1,5.21070207129282,1,23445,0.0,1.0,0.0,1.0,1.0,1.0,0.0
1,1,1,1,4.724632934931222,1,26884,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,1,1,1,5.213396379955896,1,22860,0.0,1.0,0.0,1.0,1.0,1.0,0.0
1,1,1,1,3.9784425718847354,2,292441,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1,1,1,1,5.202697799792865,1,23154,0.0,1.0,0.0,1.0,1.0,1.0,0.0
1,1,1,1,4.756194673327469,2,21100,0.0,1.0,0.0,1.0,1.0,1.0,1.0
1,1,1,1,1.879507018428788,2,1235556,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,1,1,1,1.880322156549577,2,1235628,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,1,1,1,2.7644446741665503,2,20649,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,1,1,1,1.8798175953640404,2,1235589,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,1,1,1,1.8798442349850548,2,1235589,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,1,1,1,5.214868833550823,1,23516,0.0,1.0,0.0,1.0,1.0,1.0,0.0
1,1,1,1,5.233696257778495,1,24548,0.0,1.0,0.0,1.0,1.0,1.0,0.0
1,1,1,1,2.5209175705076543,2,14005,0.0,1.0,0.0,1.0,0.0,1.0,1.0
1,1,1,1,5.198348148571353,1,22894,0.0,1.0,0.0,1.0,1.0,1.0,0.0
1,1,1,1,5.214354397198063,1,22959,0.0,1.0,0.0,1.0,1.0,1.0,0.0
1,1,1,1,4.346344268510217,6,31671,0.0,1.0,0.0,1.0,1.0,1.0,0.0
1,1,1,1,1.8793651025114184,2,1235541,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,1,1,1,1.8798266702011384,2,1235581,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,1,1,1,5.210509207589452,2,22962,0.0,1.0,0.0,1.0,1.0,1.0,0.0
1,1,1,1,5.209014237099831,1,22705,0.0,1.0,0.0,1.0,1.0,1.0,0.0
1,1,1,1,4.866019597037647,25,92874,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1,1,1,1,5.215447769288024,1,23120,0.0,1.0,0.0,1.0,1.0,1.0,0.0
1,1,1,1,4.836613541600385,1,17110,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,1,1,1,4.7383680147778335,1,6797,0.0,1.0,0.0,1.0,0.0,1.0,1.0
1,1,1,1,4.729021506437031,2,27567,0.0,1.0,0.0,1.0,0.0,1.0,1.0
1,1,1,1,4.321664674019346,2,11115,0.0,1.0,0.0,1.0,0.0,1.0,1.0
1,1,1,1,4.475415266446471,2,25682,0.0,1.0,0.0,1.0,0.0,1.0,1.0
1,1,1,1,4.761391712846623,7,6575,1.0,1.0,0.0,1.0,0.0,0.0,1.0
1,1,1,1,5.214805211442275,1,23247,0.0,1.0,0.0,1.0,1.0,1.0,0.0
1,1,1,1,1.879775280260902,2,1235588,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,1,1,1,4.9105596647014025,1,7047,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,1,1,1,1.879739249291105,2,1235580,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,1,1,1,5.214612903946609,1,24038,0.0,1.0,0.0,1.0,1.0,1.0,0.0
1,1,1,1,1.879701366041692,2,1235573,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,1,1,1,1.8793568886083416,2,1235541,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,1,1,1,4.322095640447579,2,11107,0.0,1.0,0.0,1.0,0.0,1.0,1.0
1,1,1,1,1.8795921531471944,2,1235557,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,1,1,1,5.234866235540113,1,23768,0.0,1.0,0.0,1.0,1.0,1.0,0.0
1,1,1,1,1.8796227958817853,2,1235573,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,1,1,1,5.218024933202738,1,23380,0.0,1.0,0.0,1.0,1.0,1.0,0.0
1,1,1,1,5.213656973422221,2,22442,0.0,1.0,0.0,1.0,1.0,1.0,0.0
1,1,1,1,5.034743183061937,1,11807,1.0,1.0,0.0,1.0,0.0,0.0,0.0
1,1,1,1,3.998052754152787,4,36025,1.0,1.0,0.0,1.0,0.0,1.0,0.0
1,1,1,1,5.108351980511626,1,244657,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1,1,1,1,4.18673007871093,2,55683,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1,1,1,1,4.475649365734469,1,25682,0.0,1.0,0.0,1.0,0.0,1.0,1.0
1,1,1,1,4.771780854396008,6,138691,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,1,1,1,1.8797091343555448,2,1235565,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,1,1,1,1.879756390614764,2,1235581,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,1,1,1,5.219277576109112,1,23259,0.0,1.0,0.0,1.0,1.0,1.0,0.0
1,1,1,1,4.621908160165844,2,292521,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,1,1,1,4.33390223540007,2,11122,0.0,1.0,0.0,1.0,0.0,1.0,1.0
1,1,1,1,5.220185058453989,1,23122,0.0,1.0,0.0,1.0,1.0,1.0,0.0
1,1,1,1,1.8792421991740176,2,1235525,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,1,1,1,4.486410060650423,15,168279,0.0,1.0,0.0,1.0,0.0,1.0,1.0
1,1,1,1,5.21917875097907,1,22859,0.0,1.0,0.0,1.0,1.0,1.0,0.0
1,1,1,1,4.623411053846237,9,90953,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1,1,1,1,4.684576032751854,2,27482,0.0,1.0,0.0,1.0,0.0,1.0,1.0
1,1,1,1,5.222181574036574,1,23120,0.0,1.0,0.0,1.0,1.0,1.0,0.0
1,1,1,1,4.857535699611529,17,359720,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,1,1,1,4.241202660962188,20,216793,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1,1,1,1,2.7640696963834874,2,20955,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,1,1,1,3.9763358509771134,2,290255,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1,1,1,1,4.5868000120972034,2,5875,0.0,1.0,0.0,1.0,0.0,1.0,1.0
1,1,1,1,5.218731455799833,1,23122,0.0,1.0,0.0,1.0,1.0,1.0,0.0
1,1,1,1,5.032194748688368,1,9238,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1,1,1,1,1.8796238595821768,2,1235557,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,1,1,1,5.215803338915153,1,23510,0.0,1.0,0.0,1.0,1.0,1.0,0.0
1,1,1,1,5.214539951283627,1,23518,0.0,1.0,0.0,1.0,1.0,1.0,0.0
1,1,1,1,1.879273438133245,2,1235532,0.0,1.0,0.0,1.0,0.0,1.0,0.0
